oekobaudatName,oekobaudatUuid____448d1096-2017-4901-a560-f652a83c737e____2020-II,oekobaudatUuid____22885a6e-1765-4ade-a35e-ae668bd07256____2023-I,oekobaudatUuid____cd2bda71-760b-4fcc-8a0b-3877c10000a8____2021-II,oekobaudatUuid____8201b671-10cd-4dc5-9750-0b856d998be4____2020-I,oekobaudatUuid____0454ab26-f45c-4e24-8260-9e2049738b75____2019-III,oekobaudatUuid____815d8970-02dc-4abc-b02e-78d41b4e4bb5____2019-II,oekobaudatUuid____30b63be3-b76b-4bd4-a876-330790c228a9____2019-I,oekobaudatUuid____cc02f499-6b0f-4556-bb4a-7abe48e55f71____2017,tBaustoffName,eolCategoryName,eolScenarioReal,eolScenarioPotential,technologyFactor,Unnamed: 8,processCategoryNumber,productUuid,eolCategoryUuid
,,,,,,,,,Beton - Carbonfasern / Textilbeton,Beton - Carbonfasern,Dep-,Dep-,0,,1.3,2613cce3-7a3e-5289-b926-a00e9d033c83,702d44ca-cc40-5ca4-aa21-f14b87a71fac
"Betonfertigteil Decke, Dicke 20cm",9357b7fc-cf0a-45fc-8299-e794e3889a40,6575f9dd-8a50-440c-90df-30608167c739,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,"Betonfertigteil Decke 20cm - exkl. Bewehrung, Standard EoL",Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.3,d95a3d57-4c29-5bc6-80d4-98e2d5454790,4b383842-2941-5c02-8d90-1ee95598cf55
"Betonfertigteil Decke, Dicke 20cm",9357b7fc-cf0a-45fc-8299-e794e3889a40,6575f9dd-8a50-440c-90df-30608167c739,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,9357b7fc-cf0a-45fc-8299-e794e3889a40,"Betonfertigteil Decke 20cm - exkl. Bewehrung, Störst.kl. S4 (Neueinstufung)",Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.3,d56642f7-4394-50b5-b6be-57dc7c59483f,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
"Betonfertigteil Treppe (1,1 m Breite, 9 Stufen a 16 cm)",ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,2632f4e8-7671-4d87-a8bc-9defdb54d117,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,"Betonfertigteil Treppe (1,1 m Breite, 9 Stufen a 16 cm)  - exkl. Bewehrung, Standard EoL",Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.3,d3f0cd0b-1927-58c3-9618-dde26ab1328a,4b383842-2941-5c02-8d90-1ee95598cf55
"Betonfertigteil Treppe (1,1 m Breite, 9 Stufen a 16 cm)",ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,2632f4e8-7671-4d87-a8bc-9defdb54d117,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,ab0a0f3c-41f6-4b0a-a12c-f8bd0c8a4a23,"Betonfertigteil Treppe (1,1 m Breite, 9 Stufen a 16 cm)  - exkl. Bewehrung, Störst.kl. S4 (Neueinstufung)",Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.3,6dbc5e87-27e8-5b3a-957b-4b7b20b6f5c2,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
"Betonfertigteil Wand, Dicke 12cm",b342696e-2ebb-4fe1-a71d-f3520db0cee9,4ee14334-d724-44ec-a819-92b35500453b,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,"Betonfertigteil Wand 12cm  - exkl. Bewehrung, Standard EoL",Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.3,e65de908-fba9-5ad7-a76e-305e8e7937ca,4b383842-2941-5c02-8d90-1ee95598cf55
"Betonfertigteil Wand, Dicke 12cm",b342696e-2ebb-4fe1-a71d-f3520db0cee9,4ee14334-d724-44ec-a819-92b35500453b,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,b342696e-2ebb-4fe1-a71d-f3520db0cee9,"Betonfertigteil Wand 12cm  - exkl. Bewehrung, Störst.kl. S4 (Neueinstufung)",Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.3,a7298663-6c08-5ccc-a15c-6e4b23ab10b0,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
Beton-Mauersteine,bdda4364-451f-4df2-a68b-5912469ee4c9,47583aa9-56d9-4b39-8cc3-e3513210dd17,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,Beton-Mauersteine - Standard EoL,Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.3,a2ee65a1-799a-5278-84e5-3e1c8222f841,4b383842-2941-5c02-8d90-1ee95598cf55
Beton-Mauersteine,bdda4364-451f-4df2-a68b-5912469ee4c9,47583aa9-56d9-4b39-8cc3-e3513210dd17,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,bdda4364-451f-4df2-a68b-5912469ee4c9,Beton-Mauersteine - Störst.kl. S4 (Neueinstuf.),Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.3,1cba4164-79a4-5fbe-b455-befe2b6e190f,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
"Betonrohr, bewehrt",5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,16e0f5b5-8090-4466-b303-7b8ae71110d8,5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,5a1cbf92-ed39-4e8c-bd01-5463bffb3c9d,"Betonrohr, bewehrt",Rohre,n.e.,n.e.,n.e.,,1.3,b9a2027c-e3b8-5c80-b0ed-ec7845790afc,29d0a6ce-0331-5a92-aef8-81d4b6a52ac9
"Betonrohr, unbewehrt",0eada728-b626-4f79-ba67-020635b4e67f,f421344b-6738-4e4a-82f3-10415fa9fc54,0eada728-b626-4f79-ba67-020635b4e67f,0eada728-b626-4f79-ba67-020635b4e67f,0eada728-b626-4f79-ba67-020635b4e67f,0eada728-b626-4f79-ba67-020635b4e67f,0eada728-b626-4f79-ba67-020635b4e67f,0eada728-b626-4f79-ba67-020635b4e67f,"Betonrohr, unbewehrt",Rohre,n.e.,n.e.,n.e.,,1.3,56114079-0376-5a65-9b15-9f9899324c18,29d0a6ce-0331-5a92-aef8-81d4b6a52ac9
Bewehrungsstahl,e9ae96ee-ba8d-420d-9725-7c8abd06e082,8565038f-5c21-48d7-94cb-958498ba9dd3,e9ae96ee-ba8d-420d-9725-7c8abd06e082,e9ae96ee-ba8d-420d-9725-7c8abd06e082,e9ae96ee-ba8d-420d-9725-7c8abd06e082,e9ae96ee-ba8d-420d-9725-7c8abd06e082,e9ae96ee-ba8d-420d-9725-7c8abd06e082,e9ae96ee-ba8d-420d-9725-7c8abd06e082,Bewehrungsstahl,Stahl - Bewehrung,CL+,CL+,1,,4.1,e3fb9723-c8da-536d-a655-fa6dea85a5cd,1bc79b3b-bf64-591a-8a60-969d8eff89b5
Bims Schotter,8de12467-96a0-459e-9f97-90e95fb7b23f,6d3a545c-07b1-4d65-8fa9-2574dca3f8d9,8de12467-96a0-459e-9f97-90e95fb7b23f,8de12467-96a0-459e-9f97-90e95fb7b23f,8de12467-96a0-459e-9f97-90e95fb7b23f,8de12467-96a0-459e-9f97-90e95fb7b23f,8de12467-96a0-459e-9f97-90e95fb7b23f,8de12467-96a0-459e-9f97-90e95fb7b23f,Naturbims Körnung,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,3176ca50-79df-5d8c-90b8-2fb2e8ee81d6,e0500551-6a94-5df0-a516-47a96d4da56c
Bims-Planstein (SFK-4),8f44840b-28ae-418b-bf12-fcac5b7c68b3,8aa75389-7865-41ad-9763-6252c5ab1fe5,8f44840b-28ae-418b-bf12-fcac5b7c68b3,8f44840b-28ae-418b-bf12-fcac5b7c68b3,8f44840b-28ae-418b-bf12-fcac5b7c68b3,8f44840b-28ae-418b-bf12-fcac5b7c68b3,8f44840b-28ae-418b-bf12-fcac5b7c68b3,8f44840b-28ae-418b-bf12-fcac5b7c68b3,Bims-Planstein (SFK-4),Leichtbeton - RC-Potenzial,SV,RC-,0.25,,1.3,e90e7c66-9a4a-5bb4-9624-d130f3e3832c,a0eac3e7-1984-5f87-bd1e-cf9784e6e124
Bimssand,81a76ff5-8928-4f71-8e1f-c7c78b7e5a95,050c82cc-9f07-48c2-a365-c41b1fa4fb1e,81a76ff5-8928-4f71-8e1f-c7c78b7e5a95,81a76ff5-8928-4f71-8e1f-c7c78b7e5a95,81a76ff5-8928-4f71-8e1f-c7c78b7e5a95,81a76ff5-8928-4f71-8e1f-c7c78b7e5a95,81a76ff5-8928-4f71-8e1f-c7c78b7e5a95,81a76ff5-8928-4f71-8e1f-c7c78b7e5a95,Bimssand,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,e7ce6cf2-105a-51c4-99c3-946a0adc05d8,e0500551-6a94-5df0-a516-47a96d4da56c
"Bitumen Emulsion (40% Bitumen, 60% Wasser)",a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,49a70830-f0ff-4e1b-a0b7-4f4da313fa28,a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,a6b26cf9-3f9a-4abc-9412-87fdc0cdf3f6,"Bitumen Emulsion (40% Bitumen, 60% Wasser)","Bitumenkaltkleber, Glasvlies, Glasfaserarmierung,..",EB,EB,0,,6.7,a4609927-302b-5cb4-931a-6b82bcecf0b5,e5e77647-3701-5819-81c0-aa8681bfd16f
"Bitumen Kaltkleber (60% Bitumen, 23%LM, 17% Wasser)",5ae00c4e-1b1c-4374-9864-2aee735a0563,57a01f9b-798f-4a5d-b476-bd20c7bd25bd,5ae00c4e-1b1c-4374-9864-2aee735a0563,5ae00c4e-1b1c-4374-9864-2aee735a0563,5ae00c4e-1b1c-4374-9864-2aee735a0563,5ae00c4e-1b1c-4374-9864-2aee735a0563,5ae00c4e-1b1c-4374-9864-2aee735a0563,5ae00c4e-1b1c-4374-9864-2aee735a0563,"Bitumen Kaltkleber (60% Bitumen, 23%LM, 17% Wasser)","Bitumenkaltkleber, Glasvlies, Glasfaserarmierung,..",EB,EB,0,,6.7,67a87d8d-28f6-531d-b813-1551fd332d3b,e5e77647-3701-5819-81c0-aa8681bfd16f
Bitumenbahnen G 200 S4,64da45fc-f415-4875-8a4e-7c23fe7a7aa9,bdf0a7e9-3fae-4780-b5ca-3d686c6d46d0,64da45fc-f415-4875-8a4e-7c23fe7a7aa9,64da45fc-f415-4875-8a4e-7c23fe7a7aa9,64da45fc-f415-4875-8a4e-7c23fe7a7aa9,64da45fc-f415-4875-8a4e-7c23fe7a7aa9,64da45fc-f415-4875-8a4e-7c23fe7a7aa9,64da45fc-f415-4875-8a4e-7c23fe7a7aa9,"Bitumenbahnen G 200 S4 (Glasgewebeeinl., Feinsand)",Bitubahn (ggf. mit Glasvlies),EV-,RC-,0.25,,6.3,00aa2876-b967-519a-a973-e19450cfe16b,69a5f0ea-0301-56a1-aa54-d2f1af420d1f
,,,,,,,,,Bitumenbahnen mit Alu oder Kupfer,"Bitubahn mit Metallverbund (Alu-, Cu-,..)",EB,EB,0,,6.3,88568ef9-2d9b-5053-85e1-17f8e8ea4df1,bdaf3eed-532b-545f-b791-a688d2a44195
Bitumenbahnen PYE PV 200 S5 (ungeschiefert),ff9336ea-fb7f-4299-8a40-5e9a28538c85,654c37c4-8967-4eae-b10c-9574b39a3308,ff9336ea-fb7f-4299-8a40-5e9a28538c85,ff9336ea-fb7f-4299-8a40-5e9a28538c85,ff9336ea-fb7f-4299-8a40-5e9a28538c85,ff9336ea-fb7f-4299-8a40-5e9a28538c85,ff9336ea-fb7f-4299-8a40-5e9a28538c85,ff9336ea-fb7f-4299-8a40-5e9a28538c85,Bitumenbahnen PYE PV 200 S5 (ungeschiefert) (Polyestervlies),Bitubahn (ggf. mit Glasvlies),EV-,RC-,0.25,,6.3,ca2d2c62-82d8-529c-a0db-95a226fff169,69a5f0ea-0301-56a1-aa54-d2f1af420d1f
Bitumenbahnen PYE-PV 200 S5 ns (geschiefert),d56bd904-09a0-4d30-bdbe-5d4f892cc12b,547d0037-2ebd-40ef-b2a5-1d742afc2851,d56bd904-09a0-4d30-bdbe-5d4f892cc12b,d56bd904-09a0-4d30-bdbe-5d4f892cc12b,d56bd904-09a0-4d30-bdbe-5d4f892cc12b,d56bd904-09a0-4d30-bdbe-5d4f892cc12b,d56bd904-09a0-4d30-bdbe-5d4f892cc12b,d56bd904-09a0-4d30-bdbe-5d4f892cc12b,Bitumenbahnen PYE-PV 200 S5 ns (geschiefert) (Polyestervlies),Bitubahn (ggf. mit Glasvlies),EV-,RC-,0.25,,6.3,0482f3bd-9b3e-513c-abb8-5386ffe268c9,69a5f0ea-0301-56a1-aa54-d2f1af420d1f
Bitumenbahnen V 60,73d1c1b7-d509-44c8-8518-848babdd7c01,da3f32e3-7b0d-44f2-ba03-8dd93aa94f75,73d1c1b7-d509-44c8-8518-848babdd7c01,73d1c1b7-d509-44c8-8518-848babdd7c01,73d1c1b7-d509-44c8-8518-848babdd7c01,73d1c1b7-d509-44c8-8518-848babdd7c01,73d1c1b7-d509-44c8-8518-848babdd7c01,73d1c1b7-d509-44c8-8518-848babdd7c01,"Bitumenbahnen V 60 (Glasvlies, bestreut)",Bitubahn (ggf. mit Glasvlies),EV-,RC-,0.25,,6.3,f6a9e829-235b-5f45-9d7b-313096f71af8,69a5f0ea-0301-56a1-aa54-d2f1af420d1f
Bitumenverträgliche Polyisobutylen (PIB) Kunststoffdachbahn,nicht vorhanden,b6e523cc-d329-49fb-b138-af531552862f,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Polyisobutylen (PIB) Kunststoffdachbahn,KSTBahn,EV-,EV-,0,,,18009e82-d8bd-5f7d-b522-32fa2d07fe32,86ed5129-3add-5340-b23e-868c6cf8eb9b
Blähglas Granulat,e2306538-776d-4bc5-ae3b-1c920fb40285,03df95b7-c807-461d-a163-56a98528d8e8,e2306538-776d-4bc5-ae3b-1c920fb40285,e2306538-776d-4bc5-ae3b-1c920fb40285,e2306538-776d-4bc5-ae3b-1c920fb40285,e2306538-776d-4bc5-ae3b-1c920fb40285,e2306538-776d-4bc5-ae3b-1c920fb40285,e2306538-776d-4bc5-ae3b-1c920fb40285,Blähglas Körnung,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,14528821-c2c0-526b-a06f-d2665cc7ab0d,e0500551-6a94-5df0-a516-47a96d4da56c
,,,,,,,,,Blähglasgranulatplatte,Leichtbeton - best case,SV,RC-,0.25,,2.6,0bc101cf-151b-50e9-b178-3878c59ec7ea,b1a3d7f8-33c5-541e-8108-341ee2a80a65
,,,,,,,,,Blähperlit-Platten,Mineralplatte,Dep+,SV,0.75,,2.8,dcce4098-2413-55fe-8546-a221815a0b06,0840d37c-a225-5898-a9b5-6ccebe6ac846
Blähschiefer,b76ded67-067b-47f6-b131-a73db86039b0,d908dcf0-4db3-4f92-be60-79c6f5183aca,b76ded67-067b-47f6-b131-a73db86039b0,b76ded67-067b-47f6-b131-a73db86039b0,b76ded67-067b-47f6-b131-a73db86039b0,b76ded67-067b-47f6-b131-a73db86039b0,b76ded67-067b-47f6-b131-a73db86039b0,b76ded67-067b-47f6-b131-a73db86039b0,Blähschiefer,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,f7d63a79-e766-5768-9768-3dc32be35be8,e0500551-6a94-5df0-a516-47a96d4da56c
Blähton Granulat,f70e7397-ab7b-47c8-a172-6992a615ee2e,d5df3d3b-abfa-4ba9-9ec0-60e7fe21b72a,f70e7397-ab7b-47c8-a172-6992a615ee2e,f70e7397-ab7b-47c8-a172-6992a615ee2e,f70e7397-ab7b-47c8-a172-6992a615ee2e,f70e7397-ab7b-47c8-a172-6992a615ee2e,f70e7397-ab7b-47c8-a172-6992a615ee2e,f70e7397-ab7b-47c8-a172-6992a615ee2e,Blähton Körnung,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,c0b13be6-bdab-544e-be5a-4d7c58e72fd4,e0500551-6a94-5df0-a516-47a96d4da56c
Blähton LB Hohlblockstein Trennwand,c7e171fb-d5eb-4867-9fb2-961dec81d6aa,b5559dc3-d47d-4b11-b3bd-e8b7531ffe61,c7e171fb-d5eb-4867-9fb2-961dec81d6aa,c7e171fb-d5eb-4867-9fb2-961dec81d6aa,c7e171fb-d5eb-4867-9fb2-961dec81d6aa,c7e171fb-d5eb-4867-9fb2-961dec81d6aa,c7e171fb-d5eb-4867-9fb2-961dec81d6aa,c7e171fb-d5eb-4867-9fb2-961dec81d6aa,Blähton LB Hohlblockstein Trennwand,Leichtbeton - RC-Potenzial,SV,RC-,0.25,,1.3,a48b4782-52fa-56ad-9f0c-f68221b8e73b,a0eac3e7-1984-5f87-bd1e-cf9784e6e124
Blähton LB Planstein Außenwand,21a40e8f-3897-4465-975b-81b6370936fb,733f56d5-e70e-4140-9741-63389e3685c2,21a40e8f-3897-4465-975b-81b6370936fb,21a40e8f-3897-4465-975b-81b6370936fb,21a40e8f-3897-4465-975b-81b6370936fb,21a40e8f-3897-4465-975b-81b6370936fb,21a40e8f-3897-4465-975b-81b6370936fb,21a40e8f-3897-4465-975b-81b6370936fb,Blähton LB Planstein Außenwand,Leichtbeton - best case,SV,RC-,0.25,,1.3,93864350-da7c-52e1-83a6-91a86af85400,b1a3d7f8-33c5-541e-8108-341ee2a80a65
Blähton LB Planstein Innenwand,1b978129-dd5e-45ea-9c82-1c3510e9c965,854bc861-2582-426b-a138-b483a7493a21,1b978129-dd5e-45ea-9c82-1c3510e9c965,1b978129-dd5e-45ea-9c82-1c3510e9c965,1b978129-dd5e-45ea-9c82-1c3510e9c965,1b978129-dd5e-45ea-9c82-1c3510e9c965,1b978129-dd5e-45ea-9c82-1c3510e9c965,1b978129-dd5e-45ea-9c82-1c3510e9c965,Blähton LB Planstein Innenwand,Leichtbeton - worst case,Dep+,SV,0.75,,1.3,90718ffe-2ea5-52d0-9346-209d0751b472,5664a8f6-2466-5df7-8bcd-036e4f2376e4
Blähton Sand,3749834e-307f-4cb2-b903-4ef4bd463446,008280d2-302f-4735-b845-1b3af6f14151,3749834e-307f-4cb2-b903-4ef4bd463446,3749834e-307f-4cb2-b903-4ef4bd463446,3749834e-307f-4cb2-b903-4ef4bd463446,3749834e-307f-4cb2-b903-4ef4bd463446,3749834e-307f-4cb2-b903-4ef4bd463446,3749834e-307f-4cb2-b903-4ef4bd463446,Blähton Sand,Bims / Blähschüttung,Dep+,RC+,0.75,,1.2,7dc0b61a-676a-5a95-9249-2689a312a75e,e0500551-6a94-5df0-a516-47a96d4da56c
Blendrahmen PVC-U,nicht vorhanden,de4d3046-fd0c-479f-a1a6-ae13a9092fc7,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Blendrahmen PVC-U,PVC hart,SV,SV,0,,7.1,ce615d99-8e7b-521c-a532-6d531875cd8d,ea5dbded-5c1b-5d58-acb1-01de359273cc
Brandschutzglas F30,nicht vorhanden,1da7a0ab-1204-4ee6-b8fe-77a28f642f0d,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Brandschutzglas F30,Brandschutzverglasung,RC-,RC+,0.5,,,6c461bb6-ed09-55fe-9b58-4a71b6cbab0f,89016cb0-7536-587a-97dd-cec910492b15
Brechsand 0/2,a4d16918-287f-43af-831d-baf80093fe4a,becd932f-899e-4b1b-962c-64ea26c51be0,a4d16918-287f-43af-831d-baf80093fe4a,a4d16918-287f-43af-831d-baf80093fe4a,a4d16918-287f-43af-831d-baf80093fe4a,a4d16918-287f-43af-831d-baf80093fe4a,a4d16918-287f-43af-831d-baf80093fe4a,a4d16918-287f-43af-831d-baf80093fe4a,Brechsand 0/2,Sand,CL+,CL+,1,,1.2,d5491e93-83b6-57a4-8124-0970bbeb5d21,4966d3f4-3908-5abd-93ee-dfe82413e11a
Brechsand 0/2 (getrocknet),230cd2c6-0b79-461b-b51a-d092e66843ca,6d5a2172-9fb7-4dc6-914a-5cd09d6afdbd,230cd2c6-0b79-461b-b51a-d092e66843ca,230cd2c6-0b79-461b-b51a-d092e66843ca,230cd2c6-0b79-461b-b51a-d092e66843ca,230cd2c6-0b79-461b-b51a-d092e66843ca,230cd2c6-0b79-461b-b51a-d092e66843ca,230cd2c6-0b79-461b-b51a-d092e66843ca,Brechsand 0/2 (getrocknet),Sand,CL+,CL+,1,,1.2,9856d4c7-6f1e-5032-978f-f9badf167925,4966d3f4-3908-5abd-93ee-dfe82413e11a
Brettschichtholz Nadelholz (generisch),8041ec07-5885-40dc-bfc9-190013f6749b,c816b036-6bdf-48e5-8ef8-a76d7872f589,8041ec07-5885-40dc-bfc9-190013f6749b,8041ec07-5885-40dc-bfc9-190013f6749b,8041ec07-5885-40dc-bfc9-190013f6749b,8041ec07-5885-40dc-bfc9-190013f6749b,8041ec07-5885-40dc-bfc9-190013f6749b,8041ec07-5885-40dc-bfc9-190013f6749b,Brettschichtholz Nadelholz,"Holz - massiv, naturbelassen",RC+,CL+,0.75,,3.1,098c2c66-2f9e-5a2c-b74b-9a2d64af22cb,9410ab32-3758-5aaa-b196-b7ecd5ce0e30
,,,,,,,,,Brettsperrholz,"Holz - massiv, naturbelassen",RC+,CL+,0.75,,3.1,f9f23557-7133-5913-bb4c-7e6ab581574b,9410ab32-3758-5aaa-b196-b7ecd5ce0e30
Calziumsilikatplatte,6405878c-ed34-4bee-b100-5208a3212ec6,e76bbf03-1aa3-4ebd-90b9-8abfeabb9766,6405878c-ed34-4bee-b100-5208a3212ec6,6405878c-ed34-4bee-b100-5208a3212ec6,6405878c-ed34-4bee-b100-5208a3212ec6,6405878c-ed34-4bee-b100-5208a3212ec6,6405878c-ed34-4bee-b100-5208a3212ec6,6405878c-ed34-4bee-b100-5208a3212ec6,Calciumsilikatplatte,Mineralplatte,Dep+,SV,0.75,,2.2,c04a272f-67f4-572a-aaa9-7a743ba7a1c3,0840d37c-a225-5898-a9b5-6ccebe6ac846
Calciumsulfatestrich,34d3bb5e-f241-45b4-b257-123281364d97,8e1613f4-ef3e-4f4e-b337-c755c08cad6b,34d3bb5e-f241-45b4-b257-123281364d97,34d3bb5e-f241-45b4-b257-123281364d97,34d3bb5e-f241-45b4-b257-123281364d97,34d3bb5e-f241-45b4-b257-123281364d97,34d3bb5e-f241-45b4-b257-123281364d97,34d3bb5e-f241-45b4-b257-123281364d97,Calciumsulfatestrich,Estrich CA - Anhydritestrich,Dep+,RC-,0.25,,1.4,dac86d9f-d257-52ce-9fa3-028a8509a586,f7b7d23c-f351-54ee-ad62-29800e8558df
Chlorodifluormethan (R22),nicht vorhanden,3e5bc771-47de-4d5f-b01c-d64eec397dce,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Chlorodifluormethan (R22),nicht eingestuft,n.e.,n.e.,n.e.,,8.2,b2374733-5db7-5136-a9ad-f35aa9cb5be9,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
CR Profil (Chloropren-Kautschuk),nicht vorhanden,2dc5d1cf-ffce-42c2-a127-f412f3ef5fe2,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,CR Profil (Chloropren-Kautschuk),KSTProfil (Halog),EB,EB,0,,7.3,2211c2b2-8ba2-5ad3-b9e9-df1b330b0240,dffaed69-9268-5396-8585-26bb600c0c38
Dachbahnen EPDM,341e2e42-dab2-427b-86f6-a80c701b6071,48a0f50e-6dd0-4495-b0a4-210315b06680,341e2e42-dab2-427b-86f6-a80c701b6071,341e2e42-dab2-427b-86f6-a80c701b6071,341e2e42-dab2-427b-86f6-a80c701b6071,341e2e42-dab2-427b-86f6-a80c701b6071,341e2e42-dab2-427b-86f6-a80c701b6071,341e2e42-dab2-427b-86f6-a80c701b6071,Dachbahnen EPDM,KSTBahn,EV-,EV-,0,,6.3,adc78ebb-0852-530c-aa9c-fd574ba51c11,86ed5129-3add-5340-b23e-868c6cf8eb9b
1.3.11. Dachsteine (Beton),nicht vorhanden,ddc288f0-8ce4-4249-b386-74b15fb1b63a,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Dachsteine / Beton-,Betondachstein,RC+,RC+,1,,,550d3957-053c-5507-a6f1-5c59dd1489db,c6ececa1-d392-518c-820a-75e41b949414
Dachziegel,826fa2c2-c691-4844-83d3-aea0e8a54bcd,700f0fa1-6870-40b3-af87-692b103a61a2,826fa2c2-c691-4844-83d3-aea0e8a54bcd,826fa2c2-c691-4844-83d3-aea0e8a54bcd,826fa2c2-c691-4844-83d3-aea0e8a54bcd,826fa2c2-c691-4844-83d3-aea0e8a54bcd,826fa2c2-c691-4844-83d3-aea0e8a54bcd,826fa2c2-c691-4844-83d3-aea0e8a54bcd,Dachziegel / Ton-,Tondachziegel,RC+,RC+,1,,1.3,bcd02901-eab5-5554-a65f-1b603f7824e4,1a567b55-9885-5c84-9dc2-af4fe35ae28c
